bubble,client,epochs,mae,mase,num_samples,rmse,round,smape,stage,strategy,train_samples,wmape
0,CA_2_HOUSEHOLD_2,,5.903627395629883,2.875868797302246,2533,9.670705795288086,2,47.107574343681335,federated,Global FedAvg,12327,0.40299373896760643
0,CA_3_FOODS_1,,23.783845901489258,3.755765914916992,2505,32.622493743896484,2,56.0447633266449,federated,Global FedAvg,12189,0.39467222557580006
0,CA_3_FOODS_2,,19.954509735107422,2.2014524936676025,2720,25.886451721191406,2,38.76803815364838,federated,Global FedAvg,13200,0.28455479223133545
0,CA_3_FOODS_3,,96.03962707519531,4.43684196472168,2670,133.7580108642578,2,50.31750798225403,federated,Global FedAvg,12965,0.3217226393907417
0,CA_3_HOBBIES_1,,23.033977508544922,2.375586748123169,2655,34.730979919433594,2,35.38936972618103,federated,Global FedAvg,12891,0.33203504632619013
0,CA_3_HOBBIES_2,,5.510254859924316,3.743370294570923,2644,7.796260356903076,2,70.57362794876099,federated,Global FedAvg,12842,0.5419452174699468
0,CA_3_HOUSEHOLD_1,,25.957813262939453,2.119493007659912,2231,32.087890625,2,26.514121890068054,federated,Global FedAvg,10904,0.2598075522200123
0,CA_3_HOUSEHOLD_2,,8.01275634765625,2.9746785163879395,2696,11.008944511413574,2,52.203935384750366,federated,Global FedAvg,13081,0.4228549459744313
0,CA_4_FOODS_1,,14.130301475524902,3.4789364337921143,2450,18.023454666137695,2,29.76650297641754,federated,Global FedAvg,11935,0.2703318570789719
0,CA_4_FOODS_2,,8.980864524841309,2.577608346939087,2643,11.844033241271973,2,41.602346301078796,federated,Global FedAvg,12837,0.28252268355131377
0,CA_4_FOODS_3,,25.26241683959961,3.649243116378784,2720,34.75468063354492,2,56.31675124168396,federated,Global FedAvg,13200,0.3622787534071965
0,CA_4_HOBBIES_1,,15.347787857055664,2.5275309085845947,2649,20.129419326782227,2,35.523563623428345,federated,Global FedAvg,12860,0.33072715417307974
0,CA_4_HOBBIES_2,,2.044581890106201,3.799560308456421,2567,4.022006988525391,2,111.8383526802063,federated,Global FedAvg,12478,0.7566957044755527
0,CA_4_HOUSEHOLD_1,,6.1356916427612305,2.73290753364563,2470,8.044565200805664,2,36.85078322887421,federated,Global FedAvg,12028,0.30635667191821014
0,CA_4_HOUSEHOLD_2,,3.865520715713501,3.1544361114501953,2547,9.789739608764648,2,67.21992492675781,federated,Global FedAvg,12391,0.39535322833829445
0,TX_1_FOODS_1,,16.284563064575195,3.821176528930664,2375,22.73853874206543,2,57.03343152999878,federated,Global FedAvg,11577,0.43617232170039405
0,TX_1_FOODS_2,,13.746883392333984,3.0848567485809326,2720,19.08521270751953,2,46.10097408294678,federated,Global FedAvg,13200,0.35638467234243976
0,TX_1_FOODS_3,,37.54401779174805,3.079730749130249,2670,59.28208923339844,2,24.39947873353958,federated,Global FedAvg,12965,0.19931864976159117
0,TX_1_HOBBIES_1,,11.173629760742188,2.872908115386963,2720,15.209953308105469,2,58.15557837486267,federated,Global FedAvg,13200,0.4790635935356506
0,TX_1_HOBBIES_2,,3.9223735332489014,4.582371234893799,2660,6.25893497467041,2,90.62327742576599,federated,Global FedAvg,12915,0.6103611601654906
0,TX_1_HOUSEHOLD_1,,17.50974464416504,2.757033109664917,2454,22.361007690429688,2,35.877275466918945,federated,Global FedAvg,11949,0.33067509648458704
0,TX_1_HOUSEHOLD_2,,12.088945388793945,7.181974411010742,2308,29.861146926879883,2,58.39521884918213,federated,Global FedAvg,11268,0.6038324313684932
0,TX_2_FOODS_1,,16.132305145263672,2.543156385421753,2521,20.6087703704834,2,56.82711601257324,federated,Global FedAvg,12263,0.3792491310135141
0,TX_2_FOODS_2,,14.055283546447754,2.4141228199005127,2720,18.71650505065918,2,52.09869146347046,federated,Global FedAvg,13200,0.3166653228227655
0,TX_2_FOODS_3,,52.6373291015625,3.7460241317749023,2720,79.67250061035156,2,28.311997652053833,federated,Global FedAvg,13200,0.20100031763078735
0,TX_2_HOBBIES_1,,10.548805236816406,2.2095322608947754,2720,13.526623725891113,2,45.11070251464844,federated,Global FedAvg,13200,0.4037479244645254
0,TX_2_HOBBIES_2,,5.455326080322266,3.000905752182007,2658,8.602276802062988,2,80.9222936630249,federated,Global FedAvg,12911,0.6516676480127177
0,TX_2_HOUSEHOLD_1,,25.801298141479492,3.488953113555908,2504,33.03516387939453,2,55.57858943939209,federated,Global FedAvg,12184,0.4942656314549931
0,TX_2_HOUSEHOLD_2,,4.24729585647583,2.6946961879730225,2624,5.8769145011901855,2,43.75719130039215,federated,Global FedAvg,12749,0.37029950815268287
