bubble,client,epochs,mae,mase,num_samples,rmse,round,smape,stage,strategy,train_samples,wmape
,TX_2_FOODS_1,300,17.223709106445312,2.7152092456817627,2521,23.223663330078125,,58.5483193397522,personalized,Local,12263,0.40490659707000337
,TX_2_FOODS_2,300,19.110782623291016,3.2824509143829346,2720,28.275161743164062,,60.3962779045105,personalized,Local,13200,0.4305656361821259
,TX_2_FOODS_3,300,53.50776672363281,3.8079702854156494,2720,94.46015167236328,,26.916342973709106,personalized,Local,13200,0.2043241659120713
,TX_2_HOUSEHOLD_1,300,30.77739906311035,4.161840915679932,2504,54.200958251953125,,59.52596664428711,personalized,Local,12184,0.5895909279560722
,TX_2_HOBBIES_2,300,7.178779125213623,3.948955535888672,2658,11.27679443359375,,90.66348671913147,personalized,Local,12911,0.8575432705267819
,TX_2_HOBBIES_1,300,13.636247634887695,2.856222152709961,2720,18.02330207824707,,57.62928128242493,personalized,Local,13200,0.5219175660652743
,TX_2_HOUSEHOLD_2,300,4.843247413635254,3.0727975368499756,2624,6.631394863128662,,49.161967635154724,personalized,Local,12749,0.4222574223550778
,TX_3_FOODS_1,300,25.488609313964844,5.344329833984375,2528,37.392005920410156,,47.573745250701904,personalized,Local,12293,0.38288194857089647
,TX_3_FOODS_2,300,15.948747634887695,2.652116298675537,2714,24.097034454345703,,54.63289022445679,personalized,Local,13170,0.3612162323918384
,TX_3_FOODS_3,300,49.7591552734375,3.978116273880005,2720,76.18830871582031,,30.04533350467682,personalized,Local,13200,0.20341024626565907
,TX_3_HOBBIES_1,300,17.41015625,4.015154838562012,2361,23.731456756591797,,51.68343782424927,personalized,Local,11524,0.42704225093755954
,TX_3_HOBBIES_2,300,6.15153694152832,4.486294269561768,2651,10.504563331604004,,126.18769407272339,personalized,Local,12876,0.869977306447922
,TX_3_HOUSEHOLD_1,300,28.546890258789062,4.854587554931641,2436,40.97125244140625,,47.9028046131134,personalized,Local,11865,0.5128524397101284
,WI_1_FOODS_1,300,28.023521423339844,5.873958110809326,2612,36.8868522644043,,54.83713150024414,personalized,Local,12689,0.4396797043470684
,TX_3_HOUSEHOLD_2,300,5.666214942932129,4.086727619171143,2624,8.337125778198242,,79.34553623199463,personalized,Local,12749,0.6240042152807218
,WI_1_FOODS_2,300,16.264535903930664,4.8607497215271,2323,24.963966369628906,,55.767810344696045,personalized,Local,11336,0.37801038133681725
,WI_1_FOODS_3,300,30.333881378173828,4.370115756988525,2720,49.97477340698242,,29.98540997505188,personalized,Local,13200,0.259253349536367
,WI_1_HOBBIES_1,300,18.033571243286133,3.4941110610961914,2699,22.998287200927734,,42.03505516052246,personalized,Local,13102,0.377787337196096
,WI_1_HOBBIES_2,300,3.064985513687134,3.8157596588134766,2719,4.629685401916504,,96.08656764030457,personalized,Local,13195,0.7524101943384323
,WI_1_HOUSEHOLD_1,300,20.481918334960938,5.155206203460693,2502,28.7805233001709,,52.15485692024231,personalized,Local,12174,0.5384315143785683
,WI_1_HOUSEHOLD_2,300,5.0635504722595215,3.7161788940429688,2101,6.811553478240967,,51.83204412460327,personalized,Local,10308,0.4481829856867135
,WI_2_FOODS_1,300,44.87260818481445,5.975135326385498,2494,68.6296157836914,,60.14017462730408,personalized,Local,12135,0.47776351486921736
,WI_2_FOODS_3,300,97.80535888671875,5.335493564605713,2712,145.45108032226562,,72.79200553894043,personalized,Local,13161,0.6005898955271733
,WI_2_FOODS_2,300,46.590084075927734,4.790809631347656,2409,86.3799819946289,,67.18444228172302,personalized,Local,11738,0.4899723468229328
,WI_2_HOBBIES_1,300,11.012679100036621,2.9934611320495605,2681,14.656746864318848,,49.52496886253357,personalized,Local,13013,0.45037818334699337
,WI_2_HOBBIES_2,300,5.376641750335693,6.963080406188965,2539,8.848444938659668,,105.24365901947021,personalized,Local,12352,0.8366813538086315
,WI_2_HOUSEHOLD_1,300,41.44837951660156,4.611119747161865,2114,57.48505401611328,,51.18148922920227,personalized,Local,10348,0.42553688765423436
,WI_2_HOUSEHOLD_2,300,6.730080604553223,4.345056533813477,2283,10.747838973999023,,51.55826210975647,personalized,Local,11145,0.5073394226203541
,WI_3_FOODS_1,300,35.23367691040039,6.950512886047363,2568,55.756813049316406,,65.01345634460449,personalized,Local,12483,0.5836069425004138
,WI_3_FOODS_2,300,17.486364364624023,2.655832529067993,2672,28.415597915649414,,59.76603627204895,personalized,Local,12974,0.3678702349107268
,WI_3_FOODS_3,300,56.864471435546875,3.749755620956421,2659,101.39359283447266,,29.08315658569336,personalized,Local,12916,0.22754722049574594
,WI_3_HOBBIES_1,300,13.729776382446289,3.672942638397217,2720,17.44241714477539,,56.28848671913147,personalized,Local,13200,0.5091341811519415
,WI_3_HOUSEHOLD_1,300,20.883251190185547,3.500457525253296,2436,28.647077560424805,,39.25102353096008,personalized,Local,11865,0.383594998887754
,WI_3_HOBBIES_2,300,3.497479200363159,4.102112293243408,2718,5.852184295654297,,112.63331174850464,personalized,Local,13190,0.9146683765506449
,WI_3_HOUSEHOLD_2,300,6.58360481262207,5.064834117889404,2608,12.037132263183594,,71.2384283542633,personalized,Local,12670,0.6430486129964634
0,CA_1_FOODS_1,,20.244060516357422,3.418112277984619,2506,25.585533142089844,1,52.852219343185425,federated,Global FedAvg,12195,0.45044321193592507
0,CA_1_FOODS_2,,18.195104598999023,2.5096893310546875,2720,22.96379852294922,1,48.88586103916168,federated,Global FedAvg,13200,0.29394352604857843
0,CA_1_FOODS_3,,53.6320686340332,3.908539056777954,2670,77.222412109375,1,48.63438606262207,federated,Global FedAvg,12965,0.31326320890101605
0,CA_1_HOBBIES_1,,20.84750747680664,2.3887712955474854,2707,26.088743209838867,1,40.95114767551422,federated,Global FedAvg,13136,0.349561164776401
0,CA_1_HOBBIES_2,,4.68394136428833,4.139376640319824,2482,7.106453895568848,1,87.60558366775513,federated,Global FedAvg,12087,0.661218460285712
0,CA_1_HOUSEHOLD_1,,12.912676811218262,2.9201066493988037,2173,17.150028228759766,1,27.974122762680054,federated,Global FedAvg,10634,0.24602583159796176
0,CA_1_HOUSEHOLD_2,,4.889209270477295,3.279432535171509,2720,6.224414348602295,1,60.3013813495636,federated,Global FedAvg,13200,0.42314653856619155
0,CA_2_FOODS_1,,19.59746742248535,3.236628532409668,2605,25.39084815979004,1,44.82061564922333,federated,Global FedAvg,12660,0.31847213893704224
0,CA_2_FOODS_2,,10.337127685546875,3.3602538108825684,2720,13.200613021850586,1,57.384830713272095,federated,Global FedAvg,13200,0.41569810286001724
0,CA_2_FOODS_3,,48.2010498046875,5.823083877563477,2613,66.36141967773438,1,50.04953145980835,federated,Global FedAvg,12700,0.2918561259981487
0,CA_2_HOBBIES_1,,13.383289337158203,2.131732702255249,2720,16.901573181152344,1,41.725024580955505,federated,Global FedAvg,13200,0.3709927118790515
0,CA_2_HOBBIES_2,,4.743812561035156,3.7217891216278076,2485,9.01079273223877,1,74.7968852519989,federated,Global FedAvg,12102,0.6036961142741569
0,CA_2_HOUSEHOLD_1,,11.791537284851074,2.2003118991851807,2570,15.513429641723633,1,35.22457480430603,federated,Global FedAvg,12493,0.3184089347208462
0,CA_2_HOUSEHOLD_2,,5.983311653137207,2.9146859645843506,2533,9.79062271118164,1,47.37866520881653,federated,Global FedAvg,12327,0.4084331397208321
0,CA_3_FOODS_1,,24.408775329589844,3.854449987411499,2505,32.928131103515625,1,56.30613565444946,federated,Global FedAvg,12189,0.40504239203876563
0,CA_3_FOODS_2,,21.12476348876953,2.330559015274048,2720,27.523447036743164,1,39.96458053588867,federated,Global FedAvg,13200,0.3012428133896068
0,CA_3_FOODS_3,,99.66754150390625,4.60444450378418,2670,139.55950927734375,1,50.80172419548035,federated,Global FedAvg,12965,0.3338757700366314
0,CA_3_HOBBIES_1,,23.912343978881836,2.4661762714385986,2655,37.046939849853516,1,36.07730269432068,federated,Global FedAvg,12891,0.3446967061970787
0,CA_3_HOBBIES_2,,5.590147495269775,3.797645092010498,2644,7.971334457397461,1,70.83587646484375,federated,Global FedAvg,12842,0.5498028711800023
0,CA_3_HOUSEHOLD_1,,27.97066307067871,2.2838451862335205,2231,33.9732551574707,1,28.42559516429901,federated,Global FedAvg,10904,0.279953839926996
0,CA_3_HOUSEHOLD_2,,8.334296226501465,3.094048023223877,2696,11.595536231994629,1,52.99820899963379,federated,Global FedAvg,13081,0.4398234720916398
0,CA_4_FOODS_1,,14.199090957641602,3.495872735977173,2450,18.069068908691406,1,29.846486449241638,federated,Global FedAvg,11935,0.27164790052862897
0,CA_4_FOODS_2,,9.312429428100586,2.6727709770202637,2643,12.220139503479004,1,41.98201298713684,federated,Global FedAvg,12837,0.2929531279755888
0,CA_4_FOODS_3,,26.958707809448242,3.8942782878875732,2720,36.8245735168457,1,57.05537796020508,federated,Global FedAvg,13200,0.3866046338132668
0,CA_4_HOBBIES_1,,15.361113548278809,2.5297255516052246,2649,20.075702667236328,1,35.59046685695648,federated,Global FedAvg,12860,0.33101431581995194
0,CA_4_HOBBIES_2,,2.050349712371826,3.81027889251709,2567,4.069428443908691,1,111.06798648834229,federated,Global FedAvg,12478,0.7588303861860095
0,CA_4_HOUSEHOLD_1,,6.360907077789307,2.833220958709717,2470,8.200669288635254,1,37.833231687545776,federated,Global FedAvg,12028,0.3176017390625306
0,CA_4_HOUSEHOLD_2,,4.208493709564209,3.4343173503875732,2547,9.985565185546875,1,68.12222599983215,federated,Global FedAvg,12391,0.4304314019644499
0,TX_1_FOODS_1,,16.84360122680664,3.952354907989502,2375,23.352378845214844,1,57.604265213012695,federated,Global FedAvg,11577,0.4511458615273933
0,TX_1_FOODS_2,,14.32090950012207,3.213670492172241,2720,20.11766815185547,1,46.86204493045807,federated,Global FedAvg,13200,0.37126616723373546
0,TX_1_FOODS_3,,39.69180679321289,3.255913734436035,2670,61.4306526184082,1,25.165197253227234,federated,Global FedAvg,12965,0.21072111006390182
0,TX_1_HOBBIES_1,,11.185850143432617,2.8760502338409424,2720,15.168778419494629,1,57.86213278770447,federated,Global FedAvg,13200,0.4795875178314529
0,TX_1_HOBBIES_2,,4.011956691741943,4.687027931213379,2660,6.465668678283691,1,90.76638221740723,federated,Global FedAvg,12915,0.6243011985195833
0,TX_1_HOUSEHOLD_1,,17.8570556640625,2.8117196559906006,2454,22.74530792236328,1,36.458149552345276,federated,Global FedAvg,11949,0.33723413222525744
0,TX_1_HOUSEHOLD_2,,12.506460189819336,7.430017948150635,2308,30.688945770263672,1,59.96573567390442,federated,Global FedAvg,11268,0.6246869555747777
0,TX_2_FOODS_1,,16.8436222076416,2.6552910804748535,2521,21.341676712036133,1,57.469069957733154,federated,Global FedAvg,12263,0.39597125554842116
0,TX_2_FOODS_2,,15.202032089233398,2.6110873222351074,2720,20.00455665588379,1,52.77611017227173,federated,Global FedAvg,13200,0.3425015517837335
0,TX_2_FOODS_3,,56.662757873535156,4.032500267028809,2720,85.7783203125,1,28.98940145969391,federated,Global FedAvg,13200,0.21637178333017154
0,TX_2_HOBBIES_1,,10.690764427185059,2.239266872406006,2720,13.69371509552002,1,45.40739059448242,federated,Global FedAvg,13200,0.40918130901198757
0,TX_2_HOBBIES_2,,5.490489959716797,3.0202488899230957,2658,8.591323852539062,1,80.96168041229248,federated,Global FedAvg,12911,0.6558681702504805
0,TX_2_HOUSEHOLD_1,,26.59249496459961,3.5959417819976807,2504,34.234031677246094,1,56.461167335510254,federated,Global FedAvg,12184,0.5094223129857619
0,TX_2_HOUSEHOLD_2,,4.351663112640381,2.7609119415283203,2624,5.991516590118408,1,44.33915317058563,federated,Global FedAvg,12749,0.3793987331584944
0,TX_3_FOODS_1,,26.003890991210938,5.452371597290039,2528,42.11341094970703,1,47.0410019159317,federated,Global FedAvg,12293,0.3906223538980099
0,TX_3_FOODS_2,,14.94987964630127,2.4860146045684814,2714,20.635215759277344,1,50.906699895858765,federated,Global FedAvg,13170,0.338593291020242
0,TX_3_FOODS_3,,51.10329055786133,4.08557653427124,2720,74.03822326660156,1,28.819352388381958,federated,Global FedAvg,13200,0.20890492955893997
0,TX_3_HOBBIES_1,,18.93381118774414,4.366542339324951,2361,33.23872375488281,1,46.30573093891144,federated,Global FedAvg,11524,0.46441496179454117
0,TX_3_HOBBIES_2,,4.880207538604736,3.5591182708740234,2651,8.751999855041504,1,118.69553327560425,federated,Global FedAvg,12876,0.6901803501763456
0,TX_3_HOUSEHOLD_1,,18.738149642944336,3.1865463256835938,2436,24.9860782623291,1,36.75078749656677,federated,Global FedAvg,11865,0.33663581114714136
0,TX_3_HOUSEHOLD_2,,4.4765143394470215,3.2286622524261475,2624,6.903641223907471,1,70.65428495407104,federated,Global FedAvg,12749,0.4929858573648621
0,WI_1_FOODS_1,,20.879154205322266,4.376440525054932,2612,27.312381744384766,1,44.56774890422821,federated,Global FedAvg,12689,0.32758697230579664
0,WI_1_FOODS_2,,15.37338924407959,4.594425201416016,2323,23.51226043701172,1,48.94064664840698,federated,Global FedAvg,11336,0.3572989045882125
0,WI_1_FOODS_3,,28.82012939453125,4.152033805847168,2720,43.73627853393555,1,29.66398000717163,federated,Global FedAvg,13200,0.24631582420274917
0,WI_1_HOBBIES_1,,13.747690200805664,2.6636962890625,2699,17.617919921875,1,29.904142022132874,federated,Global FedAvg,13102,0.2880019220171157
0,WI_1_HOBBIES_2,,2.6932995319366455,3.3530282974243164,2719,4.152933120727539,1,96.84498906135559,federated,Global FedAvg,13195,0.6611666254028654
0,WI_1_HOUSEHOLD_1,,12.878033638000488,3.241342782974243,2502,16.736364364624023,1,37.105125188827515,federated,Global FedAvg,12174,0.33853954614342496
0,WI_1_HOUSEHOLD_2,,3.6806819438934326,2.7012810707092285,2101,4.886498928070068,1,41.74960255622864,federated,Global FedAvg,10308,0.32578307254351824
0,WI_2_FOODS_1,,40.6111946105957,5.407695293426514,2494,68.76653289794922,1,48.42598736286163,federated,Global FedAvg,12135,0.4323918012674741
0,WI_2_FOODS_2,,45.07683563232422,4.635204315185547,2409,79.88500213623047,1,68.30993890762329,federated,Global FedAvg,11738,0.4740580252875614
0,WI_2_FOODS_3,,76.61962127685547,4.179765701293945,2712,101.171142578125,1,64.6221935749054,federated,Global FedAvg,13161,0.4704954236537754
0,WI_2_HOBBIES_1,,8.700714111328125,2.3650238513946533,2681,11.200910568237305,1,40.5147910118103,federated,Global FedAvg,13013,0.3558272817323577
0,WI_2_HOBBIES_2,,4.497147083282471,5.824080944061279,2539,8.327731132507324,1,97.34202027320862,federated,Global FedAvg,12352,0.6998195549992646
0,WI_2_HOUSEHOLD_1,,28.375118255615234,3.1567232608795166,2114,38.084930419921875,1,39.299947023391724,federated,Global FedAvg,10348,0.2913180094119105
0,WI_2_HOUSEHOLD_2,,5.301734924316406,3.422891616821289,2283,9.468929290771484,1,41.7034387588501,federated,Global FedAvg,11145,0.3996652246366519
0,WI_3_FOODS_1,,23.052587509155273,4.5475616455078125,2568,31.457834243774414,1,50.69470405578613,federated,Global FedAvg,12483,0.38184064910727944
0,WI_3_FOODS_2,,17.418506622314453,2.64552640914917,2672,26.179311752319336,1,58.88197422027588,federated,Global FedAvg,12974,0.3664426703198647
0,WI_3_FOODS_3,,53.41115188598633,3.5220367908477783,2659,80.08261108398438,1,27.919721603393555,federated,Global FedAvg,12916,0.2137285192079897
0,WI_3_HOBBIES_1,,9.929715156555176,2.6563632488250732,2720,12.413689613342285,1,40.871429443359375,federated,Global FedAvg,13200,0.36821848905073373
0,WI_3_HOBBIES_2,,2.6766247749328613,3.1393511295318604,2718,4.245282173156738,1,110.75507402420044,federated,Global FedAvg,13190,0.6999967206736986
0,WI_3_HOUSEHOLD_1,,13.233512878417969,2.2182059288024902,2436,17.878381729125977,1,27.062302827835083,federated,Global FedAvg,11865,0.24308041058244406
0,WI_3_HOUSEHOLD_2,,5.359071731567383,4.122788429260254,2608,9.88604736328125,1,55.46175241470337,federated,Global FedAvg,12670,0.5234432786925496
0,CA_1_FOODS_1,,18.804502487182617,3.1750497817993164,2506,24.229774475097656,2,50.88813304901123,federated,Global FedAvg,12195,0.41841210760611064
0,CA_1_FOODS_2,,16.574018478393555,2.2860894203186035,2720,21.312490463256836,2,48.5660195350647,federated,Global FedAvg,13200,0.2677547284816433
0,CA_1_FOODS_3,,50.29742431640625,3.665520668029785,2670,73.199951171875,2,47.85155653953552,federated,Global FedAvg,12965,0.2937856583449213
0,CA_1_HOBBIES_1,,20.643831253051758,2.36543345451355,2707,25.846988677978516,2,40.79268276691437,federated,Global FedAvg,13136,0.34614601786696564
0,CA_1_HOBBIES_2,,4.677425861358643,4.133618354797363,2482,7.125504970550537,2,88.14483880996704,federated,Global FedAvg,12087,0.6602986630499031
0,CA_1_HOUSEHOLD_1,,11.799140930175781,2.6682887077331543,2173,15.76953411102295,2,25.964200496673584,federated,Global FedAvg,10634,0.22480958529699915
0,CA_1_HOUSEHOLD_2,,4.412060737609863,2.959385633468628,2720,5.519443988800049,2,58.714503049850464,federated,Global FedAvg,13200,0.3818507282517558
0,CA_2_FOODS_1,,19.128612518310547,3.1591947078704834,2605,25.216781616210938,2,44.85645294189453,federated,Global FedAvg,12660,0.31085292765638944
0,CA_2_FOODS_2,,9.360562324523926,3.0428051948547363,2720,12.230584144592285,2,56.36030435562134,federated,Global FedAvg,13200,0.3764264240330323
0,CA_2_FOODS_3,,40.152305603027344,4.850729465484619,2613,57.44985580444336,2,47.41821885108948,federated,Global FedAvg,12700,0.24312118884776493
0,CA_2_HOBBIES_1,,13.174744606018066,2.098515033721924,2720,16.707714080810547,2,41.45187437534332,federated,Global FedAvg,13200,0.3652117230335332
0,CA_2_HOBBIES_2,,4.706759452819824,3.692718982696533,2485,8.853645324707031,2,75.03859400749207,federated,Global FedAvg,12102,0.5989807382083274
0,CA_2_HOUSEHOLD_1,,11.27450942993164,2.1038341522216797,2570,14.985369682312012,2,33.842477202415466,federated,Global FedAvg,12493,0.30444752013414333
0,CA_2_HOUSEHOLD_2,,5.885507583618164,2.867042064666748,2533,9.653562545776367,2,47.05237150192261,federated,Global FedAvg,12327,0.40175684401685624
0,CA_3_FOODS_1,,23.494401931762695,3.71005916595459,2505,32.41843032836914,2,55.89442253112793,federated,Global FedAvg,12189,0.3898691452698192
0,CA_3_FOODS_2,,19.591012954711914,2.1613502502441406,2720,25.444156646728516,2,38.33556771278381,federated,Global FedAvg,13200,0.2793712662065167
0,CA_3_FOODS_3,,95.6857681274414,4.420494556427002,2670,133.0859832763672,2,50.30508637428284,federated,Global FedAvg,12965,0.32053723777978116
0,CA_3_HOBBIES_1,,22.769968032836914,2.348358392715454,2655,34.04774856567383,2,35.20563542842865,federated,Global FedAvg,12891,0.3282293459493912
0,CA_3_HOBBIES_2,,5.488188743591309,3.728379726409912,2644,7.75618839263916,2,70.56148052215576,federated,Global FedAvg,12842,0.539775005928267
0,CA_3_HOUSEHOLD_1,,25.38260269165039,2.072526216506958,2231,31.566511154174805,2,25.946426391601562,federated,Global FedAvg,10904,0.25405035346091104
0,CA_3_HOUSEHOLD_2,,7.936384201049805,2.9463260173797607,2696,10.865748405456543,2,52.0393967628479,federated,Global FedAvg,13081,0.4188245970108993
0,CA_4_FOODS_1,,14.021142959594727,3.452061176300049,2450,17.907442092895508,2,29.618293046951294,federated,Global FedAvg,11935,0.2682435131518118
0,CA_4_FOODS_2,,8.864749908447266,2.5442819595336914,2643,11.71649169921875,2,41.507452726364136,federated,Global FedAvg,12837,0.27886989624740777
0,CA_4_FOODS_3,,24.859477996826172,3.5910372734069824,2720,34.279117584228516,2,56.1864972114563,federated,Global FedAvg,13200,0.3565003677420187
0,CA_4_HOBBIES_1,,15.27474594116211,2.5155022144317627,2649,20.044343948364258,2,35.442349314689636,federated,Global FedAvg,12860,0.32915318295978774
0,CA_4_HOBBIES_2,,2.042088031768799,3.7949256896972656,2567,4.0118913650512695,2,111.93652153015137,federated,Global FedAvg,12478,0.755772785330874
0,CA_4_HOUSEHOLD_1,,6.08853816986084,2.711904764175415,2470,8.018865585327148,2,36.647042632102966,federated,Global FedAvg,12028,0.3040022934185442
0,CA_4_HOUSEHOLD_2,,3.7839972972869873,3.087909460067749,2547,9.75185489654541,2,67.18171238899231,federated,Global FedAvg,12391,0.38701525199006664
0,TX_1_FOODS_1,,16.10812759399414,3.779775857925415,2375,22.561901092529297,2,56.896692514419556,federated,Global FedAvg,11577,0.43144663630156066
0,TX_1_FOODS_2,,13.596631050109863,3.0511395931243896,2720,18.853408813476562,2,45.93341052532196,federated,Global FedAvg,13200,0.3524894055175562
0,TX_1_FOODS_3,,37.39950180053711,3.0678763389587402,2670,59.08319091796875,2,24.361450970172882,federated,Global FedAvg,12965,0.19855142083526803
0,TX_1_HOBBIES_1,,11.139078140258789,2.8640244007110596,2720,15.194472312927246,2,58.200061321258545,federated,Global FedAvg,13200,0.4775822097499287
0,TX_1_HOBBIES_2,,3.8995189666748047,4.555671215057373,2660,6.209173679351807,2,90.61391949653625,federated,Global FedAvg,12915,0.6068047679372254
0,TX_1_HOUSEHOLD_1,,17.40749740600586,2.740933656692505,2454,22.247005462646484,2,35.71197986602783,federated,Global FedAvg,11949,0.3287441416620881
0,TX_1_HOUSEHOLD_2,,11.981269836425781,7.118005275726318,2308,29.62008285522461,2,58.04864168167114,federated,Global FedAvg,11268,0.5984541624509061
0,TX_2_FOODS_1,,15.965287208557129,2.51682710647583,2521,20.454837799072266,2,56.74477219581604,federated,Global FedAvg,12263,0.37532277368115713
0,TX_2_FOODS_2,,13.738232612609863,2.359666585922241,2720,18.382036209106445,2,51.997363567352295,federated,Global FedAvg,13200,0.30952216708217567
0,TX_2_FOODS_3,,51.966739654541016,3.698300361633301,2720,78.70157623291016,2,28.1928151845932,federated,Global FedAvg,13200,0.19843961680740416
0,TX_2_HOBBIES_1,,10.502431869506836,2.1998190879821777,2720,13.474218368530273,2,45.052409172058105,federated,Global FedAvg,13200,0.4019730283732162
0,TX_2_HOBBIES_2,,5.4498748779296875,2.9979071617126465,2658,8.612262725830078,2,80.94547390937805,federated,Global FedAvg,12911,0.6510164746806206
0,TX_2_HOUSEHOLD_1,,25.574342727661133,3.4582631587982178,2504,32.73171615600586,2,55.31808137893677,federated,Global FedAvg,12184,0.4899179290634762
0,TX_2_HOUSEHOLD_2,,4.219884395599365,2.677304983139038,2624,5.84881067276001,2,43.623343110084534,federated,Global FedAvg,12749,0.3679096442335223
0,TX_3_FOODS_1,,23.458162307739258,4.918595314025879,2528,36.85606002807617,2,45.061469078063965,federated,Global FedAvg,12293,0.3523812132330886
0,TX_3_FOODS_2,,14.037078857421875,2.3342251777648926,2714,19.59492301940918,2,50.60269832611084,federated,Global FedAvg,13170,0.3179196769825573
