bubble,client,epochs,num_samples,rmse,round,smape,stage,strategy,train_samples
0,CA_4_HOUSEHOLD_2,,2547,9.594482421875,17,66.94241166114807,federated,Global FedAvg,12391
0,TX_1_FOODS_1,,2375,21.147254943847656,17,55.77613711357117,federated,Global FedAvg,11577
0,TX_1_FOODS_2,,2720,17.71187400817871,17,45.12128829956055,federated,Global FedAvg,13200
0,TX_1_FOODS_3,,2670,55.500667572021484,17,24.063919484615326,federated,Global FedAvg,12965
0,TX_1_HOBBIES_1,,2720,15.446207046508789,17,59.5910370349884,federated,Global FedAvg,13200
0,TX_1_HOBBIES_2,,2660,5.895913600921631,17,89.5342767238617,federated,Global FedAvg,12915
0,TX_1_HOUSEHOLD_1,,2454,22.00503158569336,17,35.43071746826172,federated,Global FedAvg,11949
0,TX_1_HOUSEHOLD_2,,2308,26.764307022094727,17,55.449098348617554,federated,Global FedAvg,11268
0,TX_2_FOODS_1,,2521,20.253267288208008,17,57.5782835483551,federated,Global FedAvg,12263
0,TX_2_FOODS_2,,2720,16.870149612426758,17,52.00575590133667,federated,Global FedAvg,13200
0,TX_2_FOODS_3,,2720,73.41356658935547,17,26.459506154060364,federated,Global FedAvg,13200
0,TX_2_HOBBIES_1,,2720,13.623547554016113,17,45.223432779312134,federated,Global FedAvg,13200
0,TX_2_HOBBIES_2,,2658,8.60181999206543,17,80.55983781814575,federated,Global FedAvg,12911
0,TX_2_HOUSEHOLD_1,,2504,30.6906681060791,17,53.81670594215393,federated,Global FedAvg,12184
0,TX_2_HOUSEHOLD_2,,2624,5.705076217651367,17,43.1656539440155,federated,Global FedAvg,12749
0,TX_3_FOODS_1,,2528,31.54130744934082,17,42.60907173156738,federated,Global FedAvg,12293
0,TX_3_FOODS_2,,2714,18.98760414123535,17,50.36472678184509,federated,Global FedAvg,13170
0,TX_3_FOODS_3,,2720,64.39091491699219,17,26.91090703010559,federated,Global FedAvg,13200
0,TX_3_HOBBIES_1,,2361,27.058046340942383,17,44.39046382904053,federated,Global FedAvg,11524
0,TX_3_HOBBIES_2,,2651,8.203129768371582,17,117.7986741065979,federated,Global FedAvg,12876
0,TX_3_HOUSEHOLD_1,,2436,23.447805404663086,17,35.73714196681976,federated,Global FedAvg,11865
0,TX_3_HOUSEHOLD_2,,2624,6.402947425842285,17,72.47652411460876,federated,Global FedAvg,12749
0,WI_1_FOODS_1,,2612,26.89301300048828,17,44.47348117828369,federated,Global FedAvg,12689
0,WI_1_FOODS_2,,2323,21.008073806762695,17,46.67634665966034,federated,Global FedAvg,11336
0,WI_1_FOODS_3,,2720,36.5826530456543,17,28.32203507423401,federated,Global FedAvg,13200
0,WI_1_HOBBIES_1,,2699,18.04104232788086,17,30.777597427368164,federated,Global FedAvg,13102
0,WI_1_HOBBIES_2,,2719,4.087079048156738,17,98.5963225364685,federated,Global FedAvg,13195
0,WI_1_HOUSEHOLD_1,,2502,16.347671508789062,17,36.31759583950043,federated,Global FedAvg,12174
0,WI_1_HOUSEHOLD_2,,2101,4.700300693511963,17,42.579448223114014,federated,Global FedAvg,10308
0,WI_2_FOODS_1,,2494,47.339481353759766,17,43.84355545043945,federated,Global FedAvg,12135
0,WI_2_FOODS_2,,2409,70.4869613647461,17,64.96396660804749,federated,Global FedAvg,11738
0,WI_2_FOODS_3,,2712,91.52874755859375,17,62.33175992965698,federated,Global FedAvg,13161
0,WI_2_HOBBIES_1,,2681,11.405550003051758,17,40.99140167236328,federated,Global FedAvg,13013
0,WI_2_HOBBIES_2,,2539,7.73764705657959,17,96.20744585990906,federated,Global FedAvg,12352
0,WI_2_HOUSEHOLD_1,,2114,34.00542449951172,17,38.59029412269592,federated,Global FedAvg,10348
0,WI_2_HOUSEHOLD_2,,2283,8.20716381072998,17,39.814698696136475,federated,Global FedAvg,11145
0,WI_3_FOODS_1,,2568,29.464862823486328,17,49.82025921344757,federated,Global FedAvg,12483
0,WI_3_FOODS_2,,2672,24.894556045532227,17,58.90815258026123,federated,Global FedAvg,12974
0,WI_3_FOODS_3,,2659,72.64983367919922,17,28.029459714889526,federated,Global FedAvg,12916
0,WI_3_HOBBIES_1,,2720,12.512360572814941,17,40.627360343933105,federated,Global FedAvg,13200
0,WI_3_HOBBIES_2,,2718,4.098095417022705,17,110.64761877059937,federated,Global FedAvg,13190
0,WI_3_HOUSEHOLD_1,,2436,17.05283546447754,17,26.144522428512573,federated,Global FedAvg,11865
0,WI_3_HOUSEHOLD_2,,2608,8.390116691589355,17,52.99968123435974,federated,Global FedAvg,12670
0,CA_1_FOODS_1,,2506,22.826799392700195,18,49.62959885597229,federated,Global FedAvg,12195
0,CA_1_FOODS_2,,2720,20.422290802001953,18,49.07020926475525,federated,Global FedAvg,13200
0,CA_1_FOODS_3,,2670,69.1786880493164,18,48.214444518089294,federated,Global FedAvg,12965
0,CA_1_HOBBIES_1,,2707,26.02660369873047,18,41.35552644729614,federated,Global FedAvg,13136
0,CA_1_HOBBIES_2,,2482,7.104612350463867,18,87.5697374343872,federated,Global FedAvg,12087
0,CA_1_HOUSEHOLD_1,,2173,14.834185600280762,18,24.643050134181976,federated,Global FedAvg,10634
0,CA_1_HOUSEHOLD_2,,2720,4.858198165893555,18,57.83793330192566,federated,Global FedAvg,13200
0,CA_2_FOODS_1,,2605,25.22796630859375,18,44.64561641216278,federated,Global FedAvg,12660
0,CA_2_FOODS_2,,2720,11.311396598815918,18,56.17215037345886,federated,Global FedAvg,13200
0,CA_2_FOODS_3,,2613,51.11678695678711,18,46.14703357219696,federated,Global FedAvg,12700
0,CA_2_HOBBIES_1,,2720,17.09783172607422,18,42.001041769981384,federated,Global FedAvg,13200
0,CA_2_HOBBIES_2,,2485,8.59975528717041,18,74.66838955879211,federated,Global FedAvg,12102
0,CA_2_HOUSEHOLD_1,,2570,14.655364036560059,18,33.06264579296112,federated,Global FedAvg,12493
0,CA_2_HOUSEHOLD_2,,2533,9.465095520019531,18,46.936291456222534,federated,Global FedAvg,12327
0,CA_3_FOODS_1,,2505,31.00673484802246,18,55.18151521682739,federated,Global FedAvg,12189
0,CA_3_FOODS_2,,2720,24.30213165283203,18,37.07671761512756,federated,Global FedAvg,13200
0,CA_3_FOODS_3,,2670,131.80374145507812,18,50.57346820831299,federated,Global FedAvg,12965
0,CA_3_HOBBIES_1,,2655,29.62504768371582,18,35.12125015258789,federated,Global FedAvg,12891
0,CA_3_HOBBIES_2,,2644,7.527021884918213,18,69.77761387825012,federated,Global FedAvg,12842
0,CA_3_HOUSEHOLD_1,,2231,30.702133178710938,18,24.915842711925507,federated,Global FedAvg,10904
0,CA_3_HOUSEHOLD_2,,2696,10.283242225646973,18,51.62150859832764,federated,Global FedAvg,13081
0,CA_4_FOODS_1,,2450,17.479061126708984,18,28.992968797683716,federated,Global FedAvg,11935
0,CA_4_FOODS_2,,2643,11.280365943908691,18,41.78640842437744,federated,Global FedAvg,12837
0,CA_4_FOODS_3,,2720,31.889583587646484,18,56.41871690750122,federated,Global FedAvg,13200
0,CA_4_HOBBIES_1,,2649,20.220548629760742,18,35.96281409263611,federated,Global FedAvg,12860
0,CA_4_HOBBIES_2,,2567,3.9381661415100098,18,112.05798387527466,federated,Global FedAvg,12478
0,CA_4_HOUSEHOLD_1,,2470,8.004471778869629,18,36.46850883960724,federated,Global FedAvg,12028
0,CA_4_HOUSEHOLD_2,,2547,9.594986915588379,18,66.92954897880554,federated,Global FedAvg,12391
0,TX_1_FOODS_1,,2375,21.129201889038086,18,55.74445128440857,federated,Global FedAvg,11577
0,TX_1_FOODS_2,,2720,17.736722946166992,18,45.20300328731537,federated,Global FedAvg,13200
0,TX_1_FOODS_3,,2670,55.235103607177734,18,24.03326779603958,federated,Global FedAvg,12965
0,TX_1_HOBBIES_1,,2720,15.449966430664062,18,59.582626819610596,federated,Global FedAvg,13200
0,TX_1_HOBBIES_2,,2660,5.899137020111084,18,89.46239352226257,federated,Global FedAvg,12915
0,TX_1_HOUSEHOLD_1,,2454,22.061735153198242,18,35.510608553886414,federated,Global FedAvg,11949
0,TX_1_HOUSEHOLD_2,,2308,26.709253311157227,18,55.433982610702515,federated,Global FedAvg,11268
0,TX_2_FOODS_1,,2521,20.247812271118164,18,57.61019587516785,federated,Global FedAvg,12263
0,TX_2_FOODS_2,,2720,16.87031364440918,18,52.062010765075684,federated,Global FedAvg,13200
0,TX_2_FOODS_3,,2720,72.95075988769531,18,26.388445496559143,federated,Global FedAvg,13200
0,TX_2_HOBBIES_1,,2720,13.649810791015625,18,45.25018930435181,federated,Global FedAvg,13200
0,TX_2_HOBBIES_2,,2658,8.593853950500488,18,80.48041462898254,federated,Global FedAvg,12911
0,TX_2_HOUSEHOLD_1,,2504,30.7391300201416,18,53.95749807357788,federated,Global FedAvg,12184
0,TX_2_HOUSEHOLD_2,,2624,5.705581188201904,18,43.18709075450897,federated,Global FedAvg,12749
0,TX_3_FOODS_1,,2528,31.415632247924805,18,42.50463247299194,federated,Global FedAvg,12293
0,TX_3_FOODS_2,,2714,18.92523956298828,18,50.31786561012268,federated,Global FedAvg,13170
0,TX_3_FOODS_3,,2720,63.99748992919922,18,26.849406957626343,federated,Global FedAvg,13200
0,TX_3_HOBBIES_1,,2361,27.02520179748535,18,44.35270428657532,federated,Global FedAvg,11524
0,TX_3_HOBBIES_2,,2651,8.199027061462402,18,117.64328479766846,federated,Global FedAvg,12876
0,TX_3_HOUSEHOLD_1,,2436,23.487201690673828,18,35.79884171485901,federated,Global FedAvg,11865
0,TX_3_HOUSEHOLD_2,,2624,6.405556678771973,18,72.56017327308655,federated,Global FedAvg,12749
0,WI_1_FOODS_1,,2612,26.882400512695312,18,44.471994042396545,federated,Global FedAvg,12689
0,WI_1_FOODS_2,,2323,20.931358337402344,18,46.530506014823914,federated,Global FedAvg,11336
0,WI_1_FOODS_3,,2720,36.4753303527832,18,28.291136026382446,federated,Global FedAvg,13200
0,WI_1_HOBBIES_1,,2699,18.076507568359375,18,30.818289518356323,federated,Global FedAvg,13102
0,WI_1_HOBBIES_2,,2719,4.085634231567383,18,98.42163324356079,federated,Global FedAvg,13195
0,WI_1_HOUSEHOLD_1,,2502,16.338394165039062,18,36.29636466503143,federated,Global FedAvg,12174
0,WI_1_HOUSEHOLD_2,,2101,4.695382595062256,18,42.58095026016235,federated,Global FedAvg,10308
0,WI_2_FOODS_1,,2494,47.25486373901367,18,43.770259618759155,federated,Global FedAvg,12135
0,WI_2_FOODS_2,,2409,70.29930114746094,18,64.87612724304199,federated,Global FedAvg,11738
0,WI_2_FOODS_3,,2712,91.63280487060547,18,62.34866976737976,federated,Global FedAvg,13161
0,WI_2_HOBBIES_1,,2681,11.403871536254883,18,40.96302092075348,federated,Global FedAvg,13013
0,WI_2_HOBBIES_2,,2539,7.7283616065979,18,96.02888226509094,federated,Global FedAvg,12352
0,WI_2_HOUSEHOLD_1,,2114,33.954246520996094,18,38.59584331512451,federated,Global FedAvg,10348
0,WI_2_HOUSEHOLD_2,,2283,8.185633659362793,18,39.793661236763,federated,Global FedAvg,11145
0,WI_3_FOODS_1,,2568,29.397794723510742,18,49.7342973947525,federated,Global FedAvg,12483
0,WI_3_FOODS_2,,2672,24.870372772216797,18,58.904069662094116,federated,Global FedAvg,12974
0,WI_3_FOODS_3,,2659,72.52253723144531,18,28.059574961662292,federated,Global FedAvg,12916
0,WI_3_HOBBIES_1,,2720,12.513270378112793,18,40.629684925079346,federated,Global FedAvg,13200
0,WI_3_HOBBIES_2,,2718,4.09368896484375,18,110.41072607040405,federated,Global FedAvg,13190
0,WI_3_HOUSEHOLD_1,,2436,17.08108901977539,18,26.189669966697693,federated,Global FedAvg,11865
0,WI_3_HOUSEHOLD_2,,2608,8.377717018127441,18,53.07269096374512,federated,Global FedAvg,12670
0,CA_1_FOODS_1,,2506,22.824657440185547,19,49.6336430311203,federated,Global FedAvg,12195
0,CA_1_FOODS_2,,2720,20.400785446166992,19,49.06434118747711,federated,Global FedAvg,13200
0,CA_1_FOODS_3,,2670,69.00691223144531,19,48.13367426395416,federated,Global FedAvg,12965
0,CA_1_HOBBIES_1,,2707,26.034212112426758,19,41.35436415672302,federated,Global FedAvg,13136
0,CA_1_HOBBIES_2,,2482,7.1033735275268555,19,87.58720755577087,federated,Global FedAvg,12087
0,CA_1_HOUSEHOLD_1,,2173,14.83065128326416,19,24.637308716773987,federated,Global FedAvg,10634
0,CA_1_HOUSEHOLD_2,,2720,4.863475322723389,19,57.88078308105469,federated,Global FedAvg,13200
0,CA_2_FOODS_1,,2605,25.20423698425293,19,44.63610053062439,federated,Global FedAvg,12660
0,CA_2_FOODS_2,,2720,11.310147285461426,19,56.19455575942993,federated,Global FedAvg,13200
0,CA_2_FOODS_3,,2613,50.927738189697266,19,46.08125388622284,federated,Global FedAvg,12700
0,CA_2_HOBBIES_1,,2720,17.108766555786133,19,42.007580399513245,federated,Global FedAvg,13200
0,CA_2_HOBBIES_2,,2485,8.602826118469238,19,74.68064427375793,federated,Global FedAvg,12102
0,CA_2_HOUSEHOLD_1,,2570,14.657919883728027,19,33.043161034584045,federated,Global FedAvg,12493
0,CA_2_HOUSEHOLD_2,,2533,9.457681655883789,19,46.9190239906311,federated,Global FedAvg,12327
0,CA_3_FOODS_1,,2505,30.994869232177734,19,55.17301559448242,federated,Global FedAvg,12189
0,CA_3_FOODS_2,,2720,24.254552841186523,19,37.00461983680725,federated,Global FedAvg,13200
0,CA_3_FOODS_3,,2670,131.3701629638672,19,50.47181844711304,federated,Global FedAvg,12965
0,CA_3_HOBBIES_1,,2655,29.612924575805664,19,35.13331115245819,federated,Global FedAvg,12891
0,CA_3_HOBBIES_2,,2644,7.531397342681885,19,69.80345845222473,federated,Global FedAvg,12842
0,CA_3_HOUSEHOLD_1,,2231,30.69293212890625,19,24.88294392824173,federated,Global FedAvg,10904
0,CA_3_HOUSEHOLD_2,,2696,10.28403377532959,19,51.63757801055908,federated,Global FedAvg,13081
0,CA_4_FOODS_1,,2450,17.50337028503418,19,29.02410328388214,federated,Global FedAvg,11935
0,CA_4_FOODS_2,,2643,11.272122383117676,19,41.78033173084259,federated,Global FedAvg,12837
0,CA_4_FOODS_3,,2720,31.781291961669922,19,56.3717782497406,federated,Global FedAvg,13200
0,CA_4_HOBBIES_1,,2649,20.221057891845703,19,35.95837950706482,federated,Global FedAvg,12860
0,CA_4_HOBBIES_2,,2567,3.937448263168335,19,112.04043626785278,federated,Global FedAvg,12478
0,CA_4_HOUSEHOLD_1,,2470,8.005334854125977,19,36.49442493915558,federated,Global FedAvg,12028
0,CA_4_HOUSEHOLD_2,,2547,9.597299575805664,19,66.92928075790405,federated,Global FedAvg,12391
0,TX_1_FOODS_1,,2375,21.120582580566406,19,55.73181509971619,federated,Global FedAvg,11577
0,TX_1_FOODS_2,,2720,17.73586654663086,19,45.19682824611664,federated,Global FedAvg,13200
0,TX_1_FOODS_3,,2670,55.05064010620117,19,23.981641232967377,federated,Global FedAvg,12965
0,TX_1_HOBBIES_1,,2720,15.447081565856934,19,59.58178639411926,federated,Global FedAvg,13200
0,TX_1_HOBBIES_2,,2660,5.90565299987793,19,89.52101469039917,federated,Global FedAvg,12915
0,TX_1_HOUSEHOLD_1,,2454,22.06436538696289,19,35.50227880477905,federated,Global FedAvg,11949
0,TX_1_HOUSEHOLD_2,,2308,26.67168426513672,19,55.425870418548584,federated,Global FedAvg,11268
0,TX_2_FOODS_1,,2521,20.212352752685547,19,57.57809281349182,federated,Global FedAvg,12263
0,TX_2_FOODS_2,,2720,16.85152244567871,19,52.07629203796387,federated,Global FedAvg,13200
0,TX_2_FOODS_3,,2720,72.75218200683594,19,26.3664573431015,federated,Global FedAvg,13200
0,TX_2_HOBBIES_1,,2720,13.657553672790527,19,45.24141252040863,federated,Global FedAvg,13200
0,TX_2_HOBBIES_2,,2658,8.59291934967041,19,80.49312829971313,federated,Global FedAvg,12911
0,TX_2_HOUSEHOLD_1,,2504,30.750791549682617,19,53.96711230278015,federated,Global FedAvg,12184
0,TX_2_HOUSEHOLD_2,,2624,5.7053327560424805,19,43.202608823776245,federated,Global FedAvg,12749
0,TX_3_FOODS_1,,2528,31.297157287597656,19,42.46697723865509,federated,Global FedAvg,12293
0,TX_3_FOODS_2,,2714,18.878664016723633,19,50.26006102561951,federated,Global FedAvg,13170
0,TX_3_FOODS_3,,2720,63.80002212524414,19,26.819071173667908,federated,Global FedAvg,13200
0,TX_3_HOBBIES_1,,2361,27.01115608215332,19,44.353970885276794,federated,Global FedAvg,11524
0,TX_3_HOBBIES_2,,2651,8.196953773498535,19,117.6221251487732,federated,Global FedAvg,12876
0,TX_3_HOUSEHOLD_1,,2436,23.48129653930664,19,35.78721582889557,federated,Global FedAvg,11865
0,TX_3_HOUSEHOLD_2,,2624,6.409233570098877,19,72.6413369178772,federated,Global FedAvg,12749
0,WI_1_FOODS_1,,2612,26.869741439819336,19,44.4828987121582,federated,Global FedAvg,12689
0,WI_1_FOODS_2,,2323,20.87955665588379,19,46.4604377746582,federated,Global FedAvg,11336
0,WI_1_FOODS_3,,2720,36.387786865234375,19,28.25351357460022,federated,Global FedAvg,13200
0,WI_1_HOBBIES_1,,2699,18.09360694885254,19,30.8293879032135,federated,Global FedAvg,13102
0,WI_1_HOBBIES_2,,2719,4.087540149688721,19,98.39293956756592,federated,Global FedAvg,13195
0,WI_1_HOUSEHOLD_1,,2502,16.334476470947266,19,36.278268694877625,federated,Global FedAvg,12174
0,WI_1_HOUSEHOLD_2,,2101,4.695488929748535,19,42.627209424972534,federated,Global FedAvg,10308
0,WI_2_FOODS_1,,2494,47.194149017333984,19,43.74443590641022,federated,Global FedAvg,12135
0,WI_2_FOODS_2,,2409,70.24330139160156,19,64.86371755599976,federated,Global FedAvg,11738
0,WI_2_FOODS_3,,2712,91.74052429199219,19,62.37086057662964,federated,Global FedAvg,13161
0,WI_2_HOBBIES_1,,2681,11.400450706481934,19,40.95938801765442,federated,Global FedAvg,13013
0,WI_2_HOBBIES_2,,2539,7.7212605476379395,19,95.99394202232361,federated,Global FedAvg,12352
0,WI_2_HOUSEHOLD_1,,2114,33.91812515258789,19,38.588693737983704,federated,Global FedAvg,10348
0,WI_2_HOUSEHOLD_2,,2283,8.174870491027832,19,39.82136845588684,federated,Global FedAvg,11145
0,WI_3_FOODS_1,,2568,29.347068786621094,19,49.68416690826416,federated,Global FedAvg,12483
0,WI_3_FOODS_2,,2672,24.878910064697266,19,58.91624689102173,federated,Global FedAvg,12974
0,WI_3_FOODS_3,,2659,72.30461883544922,19,28.000468015670776,federated,Global FedAvg,12916
0,WI_3_HOBBIES_1,,2720,12.509631156921387,19,40.619632601737976,federated,Global FedAvg,13200
0,WI_3_HOBBIES_2,,2718,4.094514846801758,19,110.4310393333435,federated,Global FedAvg,13190
0,WI_3_HOUSEHOLD_1,,2436,17.076128005981445,19,26.16802752017975,federated,Global FedAvg,11865
0,WI_3_HOUSEHOLD_2,,2608,8.37057876586914,19,53.134697675704956,federated,Global FedAvg,12670
0,CA_1_FOODS_1,,2506,22.81036949157715,20,49.58835244178772,federated,Global FedAvg,12195
0,CA_1_FOODS_2,,2720,20.37889289855957,20,49.103838205337524,federated,Global FedAvg,13200
0,CA_1_FOODS_3,,2670,68.7569351196289,20,48.03946316242218,federated,Global FedAvg,12965
0,CA_1_HOBBIES_1,,2707,26.0269718170166,20,41.356176137924194,federated,Global FedAvg,13136
0,CA_1_HOBBIES_2,,2482,7.10604190826416,20,87.67182230949402,federated,Global FedAvg,12087
0,CA_1_HOUSEHOLD_1,,2173,14.832605361938477,20,24.648509919643402,federated,Global FedAvg,10634
0,CA_1_HOUSEHOLD_2,,2720,4.8685455322265625,20,57.90852904319763,federated,Global FedAvg,13200
0,CA_2_FOODS_1,,2605,25.200164794921875,20,44.63439881801605,federated,Global FedAvg,12660
0,CA_2_FOODS_2,,2720,11.281854629516602,20,56.22472167015076,federated,Global FedAvg,13200
0,CA_2_FOODS_3,,2613,50.77425765991211,20,46.066948771476746,federated,Global FedAvg,12700
0,CA_2_HOBBIES_1,,2720,17.09968376159668,20,42.00243651866913,federated,Global FedAvg,13200
0,CA_2_HOBBIES_2,,2485,8.60990047454834,20,74.7210681438446,federated,Global FedAvg,12102
0,CA_2_HOUSEHOLD_1,,2570,14.634568214416504,20,32.962554693222046,federated,Global FedAvg,12493
0,CA_2_HOUSEHOLD_2,,2533,9.449647903442383,20,46.90843224525452,federated,Global FedAvg,12327
0,CA_3_FOODS_1,,2505,30.970157623291016,20,55.14381527900696,federated,Global FedAvg,12189
0,CA_3_FOODS_2,,2720,24.166183471679688,20,36.90897226333618,federated,Global FedAvg,13200
0,CA_3_FOODS_3,,2670,131.0886993408203,20,50.39019584655762,federated,Global FedAvg,12965
0,CA_3_HOBBIES_1,,2655,29.586627960205078,20,35.08871793746948,federated,Global FedAvg,12891
0,CA_3_HOBBIES_2,,2644,7.542283535003662,20,69.87146139144897,federated,Global FedAvg,12842
0,CA_3_HOUSEHOLD_1,,2231,30.615249633789062,20,24.822185933589935,federated,Global FedAvg,10904
0,CA_3_HOUSEHOLD_2,,2696,10.285707473754883,20,51.60077214241028,federated,Global FedAvg,13081
0,CA_4_FOODS_1,,2450,17.488737106323242,20,29.00162637233734,federated,Global FedAvg,11935
0,CA_4_FOODS_2,,2643,11.251250267028809,20,41.78895950317383,federated,Global FedAvg,12837
0,CA_4_FOODS_3,,2720,31.6252498626709,20,56.304556131362915,federated,Global FedAvg,13200
0,CA_4_HOBBIES_1,,2649,20.200572967529297,20,35.93377768993378,federated,Global FedAvg,12860
0,CA_4_HOBBIES_2,,2567,3.9397833347320557,20,112.17869520187378,federated,Global FedAvg,12478
0,CA_4_HOUSEHOLD_1,,2470,7.993298053741455,20,36.480912566185,federated,Global FedAvg,12028
0,CA_4_HOUSEHOLD_2,,2547,9.60326862335205,20,66.96555018424988,federated,Global FedAvg,12391
0,TX_1_FOODS_1,,2375,21.099824905395508,20,55.71145415306091,federated,Global FedAvg,11577
0,TX_1_FOODS_2,,2720,17.736282348632812,20,45.18304169178009,federated,Global FedAvg,13200
0,TX_1_FOODS_3,,2670,54.878631591796875,20,23.92881214618683,federated,Global FedAvg,12965
0,TX_1_HOBBIES_1,,2720,15.440455436706543,20,59.54691767692566,federated,Global FedAvg,13200
0,TX_1_HOBBIES_2,,2660,5.921702861785889,20,89.69136476516724,federated,Global FedAvg,12915
0,TX_1_HOUSEHOLD_1,,2454,22.00406837463379,20,35.44170260429382,federated,Global FedAvg,11949
0,TX_1_HOUSEHOLD_2,,2308,26.628751754760742,20,55.410683155059814,federated,Global FedAvg,11268
0,TX_2_FOODS_1,,2521,20.17439079284668,20,57.46029019355774,federated,Global FedAvg,12263
0,TX_2_FOODS_2,,2720,16.822986602783203,20,52.09094285964966,federated,Global FedAvg,13200
0,TX_2_FOODS_3,,2720,72.7967529296875,20,26.473042368888855,federated,Global FedAvg,13200
0,TX_2_HOBBIES_1,,2720,13.64318561553955,20,45.224106311798096,federated,Global FedAvg,13200
0,TX_2_HOBBIES_2,,2658,8.603168487548828,20,80.58277368545532,federated,Global FedAvg,12911
0,TX_2_HOUSEHOLD_1,,2504,30.768890380859375,20,53.9512038230896,federated,Global FedAvg,12184
0,TX_2_HOUSEHOLD_2,,2624,5.700571060180664,20,43.20515990257263,federated,Global FedAvg,12749
0,TX_3_FOODS_1,,2528,31.31754493713379,20,42.520999908447266,federated,Global FedAvg,12293
0,TX_3_FOODS_2,,2714,18.843835830688477,20,50.25784969329834,federated,Global FedAvg,13170
0,TX_3_FOODS_3,,2720,63.6697883605957,20,26.835989952087402,federated,Global FedAvg,13200
0,TX_3_HOBBIES_1,,2361,27.076330184936523,20,44.425129890441895,federated,Global FedAvg,11524
0,TX_3_HOBBIES_2,,2651,8.20390796661377,20,117.69901514053345,federated,Global FedAvg,12876
0,TX_3_HOUSEHOLD_1,,2436,23.458784103393555,20,35.772669315338135,federated,Global FedAvg,11865
0,TX_3_HOUSEHOLD_2,,2624,6.411496639251709,20,72.69559502601624,federated,Global FedAvg,12749
0,WI_1_FOODS_1,,2612,26.830106735229492,20,44.472214579582214,federated,Global FedAvg,12689
0,WI_1_FOODS_2,,2323,20.883159637451172,20,46.512582898139954,federated,Global FedAvg,11336
0,WI_1_FOODS_3,,2720,36.3746223449707,20,28.268828988075256,federated,Global FedAvg,13200
0,WI_1_HOBBIES_1,,2699,18.072917938232422,20,30.791664123535156,federated,Global FedAvg,13102
0,WI_1_HOBBIES_2,,2719,4.093955993652344,20,98.50119948387146,federated,Global FedAvg,13195
0,WI_1_HOUSEHOLD_1,,2502,16.33884048461914,20,36.27735674381256,federated,Global FedAvg,12174
0,WI_1_HOUSEHOLD_2,,2101,4.696866989135742,20,42.691245675086975,federated,Global FedAvg,10308
0,WI_2_FOODS_1,,2494,47.179779052734375,20,43.72369647026062,federated,Global FedAvg,12135
0,WI_2_FOODS_2,,2409,70.23406219482422,20,64.8966133594513,federated,Global FedAvg,11738
0,WI_2_FOODS_3,,2712,91.6968002319336,20,62.358200550079346,federated,Global FedAvg,13161
0,WI_2_HOBBIES_1,,2681,11.401885986328125,20,40.9674197435379,federated,Global FedAvg,13013
0,WI_2_HOBBIES_2,,2539,7.721190929412842,20,96.02623581886292,federated,Global FedAvg,12352
0,WI_2_HOUSEHOLD_1,,2114,33.9158821105957,20,38.589441776275635,federated,Global FedAvg,10348
0,WI_2_HOUSEHOLD_2,,2283,8.17409610748291,20,39.8656964302063,federated,Global FedAvg,11145
0,WI_3_FOODS_1,,2568,29.366235733032227,20,49.74990785121918,federated,Global FedAvg,12483
0,WI_3_FOODS_2,,2672,24.883291244506836,20,58.98959040641785,federated,Global FedAvg,12974
0,WI_3_FOODS_3,,2659,72.01903533935547,20,27.91820466518402,federated,Global FedAvg,12916
0,WI_3_HOBBIES_1,,2720,12.50165843963623,20,40.59891998767853,federated,Global FedAvg,13200
0,WI_3_HOBBIES_2,,2718,4.100896835327148,20,110.56586503982544,federated,Global FedAvg,13190
0,WI_3_HOUSEHOLD_1,,2436,17.04411506652832,20,26.124054193496704,federated,Global FedAvg,11865
0,WI_3_HOUSEHOLD_2,,2608,8.365025520324707,20,53.206080198287964,federated,Global FedAvg,12670
0,CA_1_FOODS_1,,2506,22.86296272277832,21,49.70077574253082,federated,Global FedAvg,12195
0,CA_1_FOODS_2,,2720,20.397937774658203,21,49.12773668766022,federated,Global FedAvg,13200
0,CA_1_FOODS_3,,2670,68.79957580566406,21,48.1754869222641,federated,Global FedAvg,12965
0,CA_1_HOBBIES_1,,2707,26.11208152770996,21,41.428202390670776,federated,Global FedAvg,13136
0,CA_1_HOBBIES_2,,2482,7.09765100479126,21,87.40208745002747,federated,Global FedAvg,12087
0,CA_1_HOUSEHOLD_1,,2173,14.836700439453125,21,24.691998958587646,federated,Global FedAvg,10634
0,CA_1_HOUSEHOLD_2,,2720,4.8862833976745605,21,58.00597071647644,federated,Global FedAvg,13200
0,CA_2_FOODS_1,,2605,25.207542419433594,21,44.62158679962158,federated,Global FedAvg,12660
0,CA_2_FOODS_2,,2720,11.315150260925293,21,56.33739233016968,federated,Global FedAvg,13200
0,CA_2_FOODS_3,,2613,50.61045455932617,21,45.97953259944916,federated,Global FedAvg,12700
0,CA_2_HOBBIES_1,,2720,17.151865005493164,21,42.05568730831146,federated,Global FedAvg,13200
0,CA_2_HOBBIES_2,,2485,8.60120677947998,21,74.53726530075073,federated,Global FedAvg,12102
0,CA_2_HOUSEHOLD_1,,2570,14.70692253112793,21,33.15862715244293,federated,Global FedAvg,12493
0,CA_2_HOUSEHOLD_2,,2533,9.446910858154297,21,46.97206914424896,federated,Global FedAvg,12327
0,CA_3_FOODS_1,,2505,30.98716163635254,21,55.17538785934448,federated,Global FedAvg,12189
